impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Domestic Extraction Used - Grazing and Fodder	7439.84325005	11271.4955351	6102.20411448	134.690699091	3542.93949428	59927.0150598	14203.3151988	2734.17639782	38407.6096019	1237.9590521	78130.2590574	5165.53842259	4846.36150706	27000.8133912	77669.709855	13428.7983584	3464.67381403	1203.72249145	3965.41701447	48.4590817114	42742.8826654	32012.223912	9704.90383398	11387.8300546	2308.46774042	1458.1638465	4125.47337329	36695.3089377	121273.561321	757.820907394	127001.683066	60137.3732659	865.644474491	352564.801306	331437.020878	98123.3481001	17080.3400709	160784.920929	3909.79212007	18703.1040247	373.459255531	2404.80100727	5257.30611957	29058.8285393	999344.668402	495685.260131	69249.5335194	374487.405028	93893.4593073
Domestic Extraction Used - Forestry and Timber	4210.25172442	3120.1605895	2274.28771623	0.296696371887	7018.60575347	10679.887987	2318.27799172	6874.46251685	3849.14576641	15037.7990161	6020.59511522	421.338435058	3180.53971089	1512.19801596	1590.4147744	1826.9583151	4131.07169745	183.327882571	6409.57167809	0	1050.22706674	15258.4718143	4813.72317693	2502.33973087	12118.2125751	3378.45894246	4837.8921379	3278.94386436	62085.4340593	869.909064031	105181.686977	61271.4302836	746.741042515	54580.6761441	35619.5463967	2965.60262672	66727.9906546	10722.4522338	1816.45488193	1958.27627205	569.799476606	4637.23655419	8318.03306194	4199.77015874	220189.004661	37090.5230509	17454.063263	117436.354787	2434.02434788
Domestic Extraction Used â Fisheries	0.102605307498	11.3153410217	7.22756646452	1.0603549148	3.01311812032	76.1073571735	1252.08934227	40.2544800986	390.071158753	105.744054285	226.132305308	59.807922963	122.626553283	5.36017562584	326.141573816	20.5466955298	90.6398249421	0	10.9226139571	5.14328416926	429.405198162	234.502349441	56.4436953341	1.68220901333	184.394163162	0.388291790881	0.671004997189	501.872054548	1487.00681504	333.785043478	1800.9030456	934.05085212	601.349425945	84.5685264329	1842.09305099	673.889944662	502.586963981	121.664000422	1.01811934724	174.198474114	71.4948482519	3552.50025518	555.71179823	199.353957418	7364.30019007	4514.32341521	430.418994753	1332.80818314	336.571646167
Domestic Extraction Used - Non-metalic Minerals	31951.5224648	50426.7943357	41448.778999	991.174058759	25689.3379615	202580.405861	41782.8496784	5509.3795242	102757.56897	14377.6827592	104576.335688	12371.5289223	16319.0765478	28362.4593825	23579.6154785	109086.421467	7421.40119677	954.045894709	2423.83423364	889.842474254	17605.674072	204647.461091	72844.7083616	63469.8754595	9492.85289546	9108.9976968	20362.0171698	51980.4923259	281379.543715	75851.5405618	3299488.7458	150467.985981	55566.7877724	99272.043705	2310396.16047	77531.5656862	141660.600861	82888.5102567	24777.2993203	688937.343949	34545.9774484	33799.8967135	7253.05996609	73761.291038	1153019.20145	128109.895673	98202.8573501	232381.897274	587978.502585
Domestic Extraction Used - Iron Ore	682.1522932	0	0	0	0	77.1841897454	0	0	0	0	0	9289.22846328	0	0	0	0	0	0	0	0	0	0	0	0	36942.1314951	0	0	0	5503.14851335	0	409956.869749	27458.1346762	238.571619261	201425.799341	108255.999237	13349.0198778	82761.8795984	861762.226871	0	6515.21807269	0	2533.54226129	0	42696.3684182	113700.050874	12077.3392922	73129.3249192	10891.060758	32106.0321013
Domestic Extraction Used - Non-ferous metal ores	185.390190967	0.788970079273	31922.0389274	0.046582422024	16149.2416103	13.0242545061	6.08056770273	0	17479.9610195	12254.0346274	47.1263766396	2313.15175794	2.28334627184	44.532602594	1156.40788796	5.97955534865e-10	0	0	0	0	0.09045975836	54463.4801541	449.606864524	931.121435033	17928.8144732	0	61.6295198135	16.7157145941	222985.539685	540.43140743	109619.001357	72189.0158004	2195.79520186	79163.0216207	17957.0079478	131316.239786	67070.93143	412313.488258	0	18017.9088214	0	399.063919553	471150.472043	63131.5651639	525083.889835	1343928.17709	9069.57871352	94524.8404954	35834.2372486
Unused Domestic Extraction - Crop and Crop Residue	3240.8548475	10695.6693747	7061.04998203	87.9088760649	2252.56269261	14487.9104065	3604.56253655	669.226450308	42981.4836957	273.569187589	39040.8669912	7781.00821104	2094.43424313	13464.8332487	2955.59397197	9425.88678748	2948.84244869	136.294734511	1139.65670781	28.3840060289	12111.9878806	27827.2871223	4668.50337671	14014.7961218	1208.63072029	481.392579676	2532.23571577	4854.51087685	180773.233802	268.867157153	181482.380485	49794.3761734	1430.69759512	118817.891267	49118.2612503	76643.4107504	33506.5371997	18765.5718323	1115.93615067	23588.6550293	3684.73285148	149.932324822	37207.6006896	16418.3810895	299670.606544	177590.867716	90075.898857	152437.490539	67037.6221509
Unused Domestic Extraction - Grazing and Fodder	1239.68291828	2886.6240652	234.079938223	15.406128437	1001.2969964	48458.6047203	7773.94449034	894.841811716	9684.19590019	77.1002220417	13249.3430442	1063.80882938	845.787665131	3656.96994483	152.394722278	3689.57718902	1667.42427594	536.771375834	2344.40718809	3.65310461976	10694.7736313	11545.1462475	3251.38453454	2848.57778011	0	200.211939574	894.088049826	686.741213755	15483.1071441	476.147525165	1962.13989785	1750.21186483	1.76000043938	0	9152.01693287	6679.24593138	659.204083698	1963.4437842	483.53280361	934.859961954	0	42.4054762203	0	489.311496696	5394.64318235	25554.7088727	8125.5531911	721.721015574	10927.8119251
Unused Domestic Extraction - Forestry and Timber	631.537758663	468.024088425	341.143157435	0.0445044557831	1052.79086302	3526.73209175	347.741698758	1031.16937753	577.371864962	2255.66985241	903.089267284	63.2007652587	477.080956633	226.829702393	238.562216159	274.043747265	619.660754617	27.4991823856	961.435751713	0	157.534060011	2288.77077215	722.05847654	375.35095963	1817.73188627	506.768841369	725.683820684	491.841579654	9312.8151089	130.486359605	15777.2530466	9190.71454254	112.011156377	8187.0986268	5342.93195951	443.709414794	10009.1985982	1608.36783507	272.46823229	293.741440807	85.4699214909	695.585483128	1247.70495929	629.965523812	33028.3506992	5563.55209943	2618.10948945	17615.453218	365.103652182
Unused Domestic Extraction â Fisheries	0.0248304844144	2.13836030931	0.898277423918	0.236484179675	0.729174585117	23.3247908658	231.562699863	8.77673594983	86.6597428578	25.5560238527	41.9343122469	12.9462528914	28.3911448408	1.29716250145	62.6558683926	3.29105931244	21.8293538341	0	2.63273935736	1.12934582022	99.6739357818	56.7495685648	12.6287362042	0.279230655015	44.0784331794	0.0867614981723	0.16238320932	79.0474078703	275.614194754	64.485693504	302.637395537	100.214259253	104.312070062	18.4318689993	379.952800045	141.636148679	115.743332518	19.334861783	0.246384882031	39.0989965172	14.4918818469	742.072396857	120.255720243	46.043291989	1609.66388647	954.264790099	101.046093982	304.28891811	78.1162908464
Unused Domestic Extraction - Coal and Peat	63.5359818639	0	56099.791737	0	159228.181727	752902.245519	955.533461039	0	10604.719337	0	19.1935798329	36740.0994713	97.0169011225	1542.39892521	0	659.510416106	13.7246357421	0	0	0	148.108850339	262182.137716	0	22997.9364787	0	7046.94586351	561.752072416	22551.5249886	1138626.73957	2.72370788843	402225.403121	969810.179094	5077.0552568	19941.4972011	1475353.70481	30606.1637836	1617135.43753	7585397.19865	0	4124.75800129	1.2893485791	12599.2890738	1315197.41261	2260703.07468	1299598.02378	570296.658126	104134.291742	106208.644317	213046.444744
Unused Domestic Extraction - Oil and Gas	187.973779589	0	15.1274676915	0	24.9879235507	166.282204346	1041.68621364	0	66.6222662362	0	44.2969017734	8.18952277858	120.472686507	100.312606322	1.5700825775	805.643293128	13.7246357421	0	0	0	277.346497798	201.128634792	0	120.982797115	0	0.0942927866244	10.3204953861	7760.36031619	30720.8620717	106.991979037	21531.2413606	26619.3844776	17.3501129473	9844.1338096	5114.34042502	9982.3057233	149963.069991	2222.69149965	0	643.115801652	35.8772109089	15232.843241	8024.87312241	6.15898795547	92355.0942855	43512.693997	167.217902369	71164.8733321	217052.656975
Unused Domestic Extraction - Non-metalic Minerals	4429.49546032	9402.20642539	444.992722018	10.9680607226	390.979633156	51194.7990924	5667.67021367	105.454145953	32763.1056681	6891.24041547	15691.3492472	1501.47028467	174.502295114	300.149647756	3730.15328579	17577.7233122	95.9617810625	133.566425259	113.324448925	124.577946396	1765.63042205	2611.17768884	9410.72054784	644.408914605	1833.37380583	104.154012875	222.331356951	16381.79083	53136.5817892	1443.41384943	205461.33146	30216.9631041	778.558063754	6847.87005232	29179.4923989	7798.61804422	67344.0451568	26891.6706463	3457.71494497	8801.08604156	345.731534384	6980.30390094	215.329249926	160734.73887	31850.9068397	79953.7696738	1586.09339828	397428.171897	56790.7438924
Unused Domestic Extraction - Iron Ore	405.198462161	0	0	0	0	45.8474087087	0	0	0	0	0	5517.80170719	0	0	0	0	0	0	0	0	0	0	0	0	21943.6261081	0	0	0	4248.43065231	0	361581.959118	21197.67997	210.420168188	178866.109815	44709.7276851	11853.9296515	49160.5564815	1027220.57443	0	5746.42234011	0	1504.92410321	0	37658.1969449	100283.444871	10724.6772915	43438.819002	15432.6330941	29949.6980086
Unused Domestic Extraction - Non-ferous metal ores	51.9092534708	0	25124.5205313	0.0046582422024	30683.5590596	23.8340455797	12.634195802	0	1805.97898865	17275.9577073	0	863.48140756	0	28.481513052	252.734065975	0	0	0	0	0	0	8002.50062821	108.925258893	827.493164463	34944.8665931	0	124.551986812	34.0407220584	483645.557536	1107.72946844	50916.7535833	46829.3778079	1335.77924578	21648.1051868	5803.19412799	175089.545191	84728.689797	365308.971646	0	19177.212498	0	83.9201879401	216392.44599	59194.0705944	1237753.08535	1904730.46312	7832.52607435	105072.816568	12478.7595369
Land use Crop, Forest, Pasture	27228.5034856	17747.6478794	53298.0233168	308.232218767	28831.7894546	87178.3720684	27553.9360272	40149.4967397	144435.029556	86920.21062	172050.8397	34702.0420628	31966.8212821	58670.8498098	155229.5111	57994.8835836	33247.9486056	2817.07118911	62766.0831128	97.9811298046	27119.1194581	157580.834794	28864.924973	120918.379797	62274.1156272	14838.9050346	45015.3972675	61784.0250729	1732628.62352	17194.3441233	1545370.10438	1247467.17469	11754.4661721	1488164.41106	371397.730053	422084.002382	1723981.196	1759800.34437	13181.5722231	104520.364121	23519.3557623	38943.8559186	344220.094597	166346.145586	6474804.76721	2579315.26746	684280.226954	3716372.58544	531077.084584
