impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Domestic Extraction Used - Forestry and Timber	5643.38830294	7889.47096803	621.117520098	24.3082255283	2340.63535827	35234.7298577	3061.39306746	360.431833326	9844.1982923	5364.6987468	22632.026858	1681.64576185	464.606040767	1918.61754286	5667.70125337	16169.8081367	580.381525036	1178.84735294	744.89593457	71.6228796609	10139.2995759	6387.90543842	2197.84025406	3102.35355115	7479.2111576	558.19183035	1012.84114221	23520.9116674	118814.56157	33321.9109436	303697.782082	13822.1587739	23203.7017066	6446.61844916	41788.3052316	10561.215975	8736.80559218	6386.28858272	3831.37184644	6304.40900006	11799.0877214	3706.64795824	6463.76794324	2234.65277606	70489.795603	28145.7864681	4261.09793045	17816.9488572	47046.4756035
Domestic Extraction Used â Fisheries	85.3653458957	282.326846913	15.7319832589	3.61461649188	121.264313705	1200.52565629	300.612553241	19.7475527007	1075.6281219	135.321324921	1429.28289794	75.4310491526	15.645334901	44.5197117422	264.401822896	846.698329131	39.1301614383	34.7284526271	24.1192104291	15.8703420643	466.028139495	383.529909153	247.765610876	52.7322722332	229.827040485	19.4621895352	37.0233808685	950.260934041	4316.79977912	2760.57346982	5386.51479483	721.35105394	1125.1248153	1062.41682598	314.441996401	181.930039796	595.825294499	413.719459301	135.460695761	115.327887387	475.29255959	93.5128683933	174.137960223	79.8850172564	2440.64760176	351.608400537	222.964520651	462.133079915	1231.99962021
Domestic Extraction Used - Non-metalic Minerals	42944.5476242	123300.662286	7450.75186027	981.092583534	38910.6622356	397596.76803	26463.6988431	3366.85293854	127328.385569	20878.0064767	229574.149836	21210.7993222	5216.78497578	33709.5607138	87655.5388701	165366.655225	6682.98700051	14260.7004445	3222.89109469	1540.55034696	121527.828789	72325.0850567	18896.378198	24311.909458	50849.2170897	7048.49712585	14047.2797442	240505.610087	1394154.52158	425875.757593	2353046.55858	157539.427316	225530.866213	151046.20474	588686.760882	95186.5396	162789.306271	113934.603953	62091.5901479	87462.013182	73427.7092887	30284.3985848	175629.301965	37824.4437009	1252979.56686	307331.844542	95477.5046601	347301.751487	865508.319584
Domestic Extraction Used - Iron Ore	4135.42958279	9103.59353158	610.304861484	63.1984463742	3003.0023548	38949.831899	2369.60319957	216.40820091	12983.5016597	2375.90424542	25038.799264	1676.76237866	339.472195414	2780.75864852	5440.35738681	17233.5614778	354.297347181	1063.31501469	146.66927868	97.4902011604	10695.1719075	9144.21949551	2099.17170663	2869.22114465	3983.65171668	476.033747676	1266.94948912	23198.0487818	194632.401763	84417.7655701	849059.387663	18857.4042705	61233.5736084	15703.0997751	57852.69539	12663.0445031	25953.6565339	12703.9069023	4499.03463552	14473.2319067	31008.1727891	3180.95325174	29946.801948	4400.057276	209355.708104	51652.5572491	10213.3554494	57088.0776111	120741.667258
Domestic Extraction Used - Non-ferous metal ores	8513.49883574	19207.2656012	2004.25935808	102.106435048	5738.99786936	93303.6777073	4017.39214747	619.060291532	27124.2890165	3793.93849653	51472.6787156	3067.30442878	771.448894594	4846.38507605	20241.7716807	30000.9779957	820.714781028	2355.80937945	324.111038414	181.067900132	24983.1776357	14246.3759527	3438.39262329	5351.64806722	9536.14224333	897.820823727	2570.34579913	58590.3996582	338779.977279	143291.991154	1660653.55481	59251.5707731	102392.895825	37390.8917221	198826.823857	45458.7242332	38843.3962753	22174.7071145	11932.2604568	21941.7462209	109831.866043	6589.64530693	28682.6420526	9167.61677675	325052.046187	47653.5249755	27000.612577	57536.6307245	141341.590352
Unused Domestic Extraction - Crop and Crop Residue	9941.82889318	22452.8481172	2214.09824282	132.536551048	6972.19170998	92883.7054327	5520.99256108	972.811787435	41975.3022213	4159.89353812	59692.7283168	5229.18584306	1416.64356499	4382.12087249	10922.7302162	38705.9173079	1662.96634021	4747.8724345	950.774961662	228.703790043	33335.4393437	15092.2922844	6964.85012825	7353.79630869	8755.16638287	2098.70329359	3227.66773614	60993.3711988	227643.493955	78920.5275389	251863.934202	38039.7437084	38918.8244006	17594.2689332	72936.5453021	27378.5044828	55813.6727893	15091.1655597	9029.59845957	21447.3013378	19654.0034008	6849.00772638	20770.7300217	6560.79676183	179876.668091	54871.8722746	18917.0658242	83135.322045	113348.709056
Unused Domestic Extraction - Grazing and Fodder	3555.70195253	3529.44415582	394.057884072	10.2806391672	1606.94609646	13015.4297086	2663.55564771	186.2093265	7289.96912784	884.258307245	11168.2238274	1894.68407662	605.139712688	1521.41743215	1731.78460636	14137.5426176	409.572593653	765.264893568	193.562279889	21.5070250604	6653.44019975	5318.01848752	1538.29945838	1234.95294742	2622.90154542	311.588226488	789.255683073	9485.97747807	18806.5579138	6237.07273838	19491.9053827	3145.90042106	4559.17175085	2285.70906975	2412.50033791	2597.46406138	9104.49756902	1013.63497396	1625.19144003	8524.10586448	1495.80640301	1175.7782542	1208.08600999	475.592725556	13608.9122583	3378.16047798	2487.39684143	8046.87337572	15179.3592103
Unused Domestic Extraction - Forestry and Timber	1019.23891986	1234.50723794	95.1585526686	3.67570867291	373.463916409	5285.18913458	486.124539006	54.8127472178	1512.05442299	812.07104584	3570.08801819	256.194261769	71.4717831596	298.66389524	868.060882731	2505.59586411	88.4608610129	183.775397971	112.176790411	10.8444505143	1595.36844637	1010.00900447	335.618350601	479.772711878	1147.12771319	86.2204148596	158.627860566	3610.86556126	17975.3703365	5032.99742159	45918.9364883	2092.10249859	3504.53669024	975.759565495	6296.79300678	1595.3178294	1333.20752037	971.009183235	640.013371889	958.333326157	1783.47296118	568.712963683	978.26070471	339.5233	10656.2876796	4249.67849161	660.962111991	2699.07913234	7143.86628768
Unused Domestic Extraction â Fisheries	18.6684151746	60.202070267	3.34198742177	0.790309801577	26.8547134644	248.247959445	63.8240013587	4.36584787834	226.535224085	28.3871937396	296.419903244	16.0292531521	3.38713399578	9.45627118029	51.6656943585	180.431369721	8.45181942628	7.36062859216	5.44464164349	3.59466823014	98.4235977678	80.2105849352	53.1116098028	11.0258705301	47.7227971655	4.26068804062	8.05132408401	200.636834186	856.529936444	571.458975329	1102.40334722	143.27064474	233.455044589	223.663905652	65.5382977176	36.3862770949	123.885262805	88.3019226995	28.6287638497	24.2920126652	97.7226256756	19.3873404295	35.9281386876	16.836121775	476.967183402	70.0329788582	45.9443731882	94.5604162928	258.576111702
Unused Domestic Extraction - Coal and Peat	79393.6737098	160769.080242	11083.5799802	775.042435522	70973.7726937	507667.874982	33215.7044807	3963.50926629	211857.797938	31588.6320255	337181.930032	31790.1809488	10353.9584747	50139.6144458	94380.3082715	276609.249953	7257.82366579	17255.0693699	2974.45762836	1390.03667621	220686.416703	216541.612506	72416.6195263	34083.8156033	60101.4516619	10012.7627864	50568.7440668	327743.627486	1504923.6672	1226064.49246	4203700.73119	175967.764212	1109380.96104	234050.071688	3442646.12366	154688.26171	192730.625085	96909.0326109	82877.1459181	368731.728464	173240.700206	38194.9311999	231141.024775	53341.0147998	1996477.36639	321435.036684	218459.396392	725528.275002	981235.648577
Unused Domestic Extraction - Oil and Gas	2649.18349518	4732.34903463	835.172089269	23.5250071573	3609.75292237	25421.8777403	1265.06979154	140.829994603	9871.71911	1471.8099434	15618.0355804	3796.2157773	465.384767873	2889.85791673	3941.35639887	30362.6454103	639.841745082	826.375417536	202.631233325	83.1596919534	9165.81758101	6448.69070422	1647.87287464	1903.42938643	2681.73462639	445.229018157	3528.60644215	13940.2157832	90117.5562986	40092.6306023	166186.630987	9533.68218641	22885.251149	9341.29446782	44882.5870109	7985.8687161	4952.54533861	8394.08708939	3720.29055026	9927.31503376	7400.16954099	1281.40035664	7644.91055116	3983.66441804	62798.9318965	16047.7992727	19419.8523248	15799.0543568	14280.9872936
Unused Domestic Extraction - Non-metalic Minerals	5571.2347786	43399.2273986	655.201244225	150.986529592	3384.92410017	42803.4115359	3228.66813419	372.19955912	16612.3311943	2375.63942025	35004.7388577	1941.26970899	530.443353735	2538.25105904	10232.0899625	20388.4149413	673.43608728	4098.15718149	309.341258935	265.156189341	17758.5317711	9803.06860984	3102.7328453	2398.95072948	6343.99481149	818.159390422	1175.77866621	31616.3412817	187250.107013	43566.2547342	171106.218484	21046.7992632	22739.4316113	32817.6383572	140165.669104	17760.9297863	14635.573245	9445.65876013	7455.02488263	13169.8918663	7547.39020733	4724.18449907	12980.9532448	5499.99434114	147377.488924	27447.8723912	10118.7783404	36862.0249413	159689.848302
Unused Domestic Extraction - Iron Ore	3176.34340167	7633.00593378	495.244765877	54.9162702521	2479.57815944	32742.8544562	1952.94870234	177.977897168	10959.9813709	1817.65015411	21040.4984763	1441.71134719	275.589118837	2186.85251423	4642.00031898	14249.47719	284.137407358	880.928136611	119.351119057	85.4371462674	9046.54227585	7212.37138806	1757.09339493	2275.37315176	3373.04805657	398.989639317	1004.25475701	19813.4334513	175649.886597	81107.4926168	891648.11157	16948.7710539	60632.4514798	14256.3148017	55571.0853101	11317.3118823	23505.7235425	10286.2818196	3831.08290461	11866.9333511	32641.3745906	2648.53006397	27105.5989875	3818.79495855	193071.176217	47017.9017667	8032.46635126	49467.5450774	99698.2523697
Unused Domestic Extraction - Non-ferous metal ores	9210.64996918	38404.371183	2486.80799666	181.54533401	6864.3157738	126847.053781	5234.82688113	824.267989182	31682.2877916	4745.83338719	61364.5826589	3423.66708072	914.33873844	5768.21262685	21292.9277234	36669.4407462	1033.43962732	5666.17983048	430.477500995	228.039657469	36375.2551701	17441.7502977	4177.64335932	5575.32171296	10746.7424105	1153.72970549	2983.57075492	87028.1648616	452159.511929	172274.176757	1931291.29533	90809.423555	110939.731779	49587.6688236	466839.78313	68521.0570256	39582.396575	35248.5250527	18589.942377	25978.1940409	131653.173819	8304.81244618	58773.9515308	9845.59966652	366944.006634	70837.2565124	24453.8495149	70932.6393754	186972.036864
Land use Crop, Forest, Pasture	90927.3457405	235658.739375	19239.7445591	2053.77439663	56450.3639454	832369.390218	66656.6854168	14303.6527378	367682.275237	75110.577817	638444.596459	55151.3911841	17589.1363144	45813.3476843	136705.009248	432808.527985	17833.5794587	42498.8673421	14040.4457887	4646.14369854	332736.458926	154722.260014	70251.0598293	61275.5313956	110837.719074	19315.271312	28173.0963163	621944.137142	3260180.34707	1197816.05543	6894212.34413	369620.444651	684271.279004	294601.144341	998748.423323	340501.961506	465433.740202	220979.538798	98445.59093	433570.428802	409875.711531	72175.7023621	419253.423763	92108.9165076	1965063.3142	734613.772298	161557.773222	878681.417043	2081064.23384
