impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
Domestic Extraction Used - Crop and Crop Residue	19462.7828676	40723.7457842	4969.28437921	511.799683815	21105.9845359	190158.193374	14846.5870872	1889.42729899	118274.712572	11057.4123068	149677.01099	15278.188715	3906.11815429	13592.9400803	19661.1495897	98118.923874	4251.73832415	7929.63581399	2443.24704059	486.480855085	52367.0423236	55345.6532658	16936.542248	19785.6689272	18272.500289	3815.2557886	7061.7334828	134070.012776	815367.028554	182457.084381	2759456.08838	84538.9048297	89379.0221772	309594.422964	1840771.69082	114129.653472	193280.600804	51060.7208395	17143.3234369	113218.834761	41297.224756	12249.3241301	373190.538957	33471.6798837	814629.393294	303103.207157	102968.763389	802011.737332	377635.562253
Domestic Extraction Used - Grazing and Fodder	22359.796967	41480.3606785	18700.2500718	983.469732697	18134.0117507	224461.374823	22460.1725405	3465.69904072	130012.714418	14518.8051268	214568.842305	22922.8290413	4808.65248581	17607.942208	29692.6762821	147319.699059	8743.98384481	7204.62250801	5225.98657901	676.563217504	60918.4642276	54923.3948251	21091.4300993	30449.0888316	24925.8999599	4846.14789339	8772.79906783	183569.164135	1256565.93097	176913.075263	3229625.15374	129479.365204	96267.6062423	794975.106253	2207721.1741	233509.518697	308628.167549	79204.8591574	21586.6493309	205899.11401	75094.7303457	18566.8745863	499040.541025	74223.7583947	1161923.92529	668809.572421	111267.70873	1761600.87022	600821.110213
Domestic Extraction Used - Forestry and Timber	12223.7510431	8686.99974169	4401.85505019	27.2272191616	6709.23617288	54101.0097704	3283.24142069	724.91876218	23018.3049816	24981.1525149	52060.2309328	2507.96296853	1072.14515229	5456.45915954	6475.79424444	20158.115392	1061.52298189	1187.07870982	3429.36462457	71.6228796609	10191.0683869	11283.9965316	6527.1767627	13832.0315858	27978.4915319	745.220990367	2599.60481827	30700.6314028	350438.180375	48968.4481431	650824.073524	58611.6538265	28652.5642126	127808.255072	536242.51774	18610.5286845	102607.037068	13171.4297772	5312.21759444	14353.7597549	12142.6179637	5837.24380265	155280.594468	13425.0623172	132783.363415	121734.242126	25123.3091306	495412.999177	63661.2508562
Domestic Extraction Used â Fisheries	85.6664712104	292.752077588	17.9536767725	3.82513622092	123.950310851	1337.73004933	472.772499587	46.9852371332	2154.16301953	161.779103086	1835.86016014	83.5004680708	44.8106775951	45.201871899	357.778143885	1017.59663062	66.4377776561	34.7284526271	102.024043583	15.8889420657	539.649203606	483.554662661	380.64017416	57.7744438616	231.926718907	19.6569092093	39.7165899557	1021.80018052	7294.66931228	6688.76713302	37753.6413907	1017.15321758	3225.06753109	1922.3829712	8371.18983961	1664.27221972	3468.56877635	455.552868088	135.708197036	368.610737485	1443.54387116	176.557793706	10781.0562303	409.113739364	15235.9845329	8803.95001432	2331.13691313	8262.60212916	2687.76856013
Domestic Extraction Used - Non-metalic Minerals	99684.3742701	163728.659676	41220.9990111	8657.70440491	68382.0579833	873574.177995	41811.2884411	10829.8011306	208086.719373	80699.991962	405478.233642	46991.1283327	10561.0833198	73932.7990143	173514.855593	378635.959806	16729.3057465	14319.1600215	15112.4268152	2929.99544874	144755.003903	278716.502966	63165.8243312	295720.159823	100251.181057	12673.7395514	29922.1570997	369182.067724	3256546.38137	720337.292487	13127494.2399	401545.937685	622716.799233	476069.282716	1432715.89754	266844.362239	716714.393569	189716.585928	90187.5958465	305656.648719	186514.974374	52090.0189698	556228.596911	154026.915308	3001082.51004	748697.292518	186250.267121	1022238.85454	1794121.75061
Domestic Extraction Used - Iron Ore	6052.14982549	9103.59353158	610.304861484	63.1984463742	3003.0023548	39008.0101342	2369.60319957	216.40820091	12983.5016597	2375.90424542	25038.799264	1808.46715357	339.472195414	2780.75864852	5440.35738681	17233.5614778	354.297347181	1063.31501469	146.66927868	97.4902011604	10695.1719075	9144.21949551	2099.17170663	2869.22114465	7929.42501824	476.033747676	1266.94948912	23198.0487818	228700.82241	84417.7655701	2067219.95533	19059.2549205	61449.2501159	20836.681398	337869.27644	18680.7315012	34123.1270342	55854.9937289	4499.03463552	15344.405207	31008.1727891	4010.17924454	29946.801948	11365.2058029	227382.825961	62377.7301315	63557.2595506	66043.5707388	131428.2733
Domestic Extraction Used - Non-ferous metal ores	8618.10822613	19207.3279057	2927.47961998	103.397963742	11655.8165697	93305.7025585	4020.80402711	619.060291532	30872.1348537	5293.52641187	51481.1215699	3281.49461423	773.545619029	4875.60085433	20469.8679762	30000.9814852	820.714781028	2355.80937945	324.111038414	181.067900132	24983.3757959	44146.7367518	4327.04451257	6995.22283958	22146.7053211	897.820823727	2571.41569822	58593.191379	587020.087789	143319.943384	2201788.34502	90067.7821902	104137.794664	52542.5175552	260348.047632	101936.704115	73435.8764194	107073.666506	11932.2604568	23648.4281632	109831.866043	6608.48352198	527086.09296	46101.6757058	400758.943902	143453.918513	45166.5456708	135974.47616	156217.841751
Unused Domestic Extraction - Crop and Crop Residue	12939.5808545	23596.8109601	3787.75926854	365.539823938	12009.4201582	117879.119099	7566.96688264	1067.45883042	79331.361952	5984.26678538	95738.8974295	10680.3622592	2817.31257289	9486.72772429	11062.1236166	70519.3646373	2377.99479512	4764.72621239	1133.41784297	273.886225925	33740.1563121	31945.0127366	11995.4333266	14906.8630125	10430.4568955	2655.49431004	4540.17496843	77447.2758183	492639.198144	98258.8479527	1643658.9695	50768.5499742	49312.7353407	143174.701076	814654.865485	65189.8831384	104922.583868	20758.200017	10499.6719563	72313.1343351	26277.5500838	7550.62586041	221684.988662	25728.656935	423228.587618	129720.072066	71816.8222028	497488.272807	207759.032051
Unused Domestic Extraction - Grazing and Fodder	4666.49134039	5579.45928153	985.339386913	89.7819215791	4175.18768025	86204.7710709	8056.05964456	637.545402521	27033.8619646	1380.57786606	32450.6948965	4279.82864303	735.925578824	2602.3733811	1743.24654622	27191.2124267	3121.70880181	970.908056391	2510.30802081	24.4707129057	9670.59645106	15968.2091458	4899.77471539	6875.70462358	2622.90154542	562.342162971	1372.70786902	10863.2620072	124077.976553	24328.2697018	49647.8108944	5632.76098741	4592.4014415	2285.70906975	88513.2421164	17040.6018587	16687.2584389	1649.74590422	2334.52814006	12859.6966334	1495.80640301	1396.39305281	1208.08600999	1552.87956932	18333.9285724	35683.4106403	12649.6911453	11394.7293794	33833.134182
Unused Domestic Extraction - Forestry and Timber	2006.29333089	1354.13655399	662.269182182	4.11355771791	1028.7540386	11515.2465005	519.40179199	109.485786546	3488.17042639	3754.53911106	7984.31862942	380.141842772	162.602649888	829.340137742	989.274831391	3103.84195241	160.632079541	185.010101502	514.84709391	10.8444505143	1603.13376802	1744.42266844	985.018826897	2089.22441708	4222.01976933	114.274788862	396.642411976	4687.82352157	52718.9131573	7379.9780015	97987.8802047	8810.52675648	4321.86606615	19179.9988446	80464.9248831	2799.6450038	15413.7422417	1988.7803624	862.140234089	2165.73593938	1835.00249751	888.302340346	23300.7846835	2018.08473117	20000.3228514	18287.8803321	3790.29379201	74338.4866803	9636.08257559
Unused Domestic Extraction â Fisheries	18.7412875007	62.1722185329	3.6181103929	0.837260671266	27.5047247736	290.297294654	95.6634401577	10.3045151661	466.14677904	34.7814597288	371.81619765	17.775990588	10.1396475957	9.62135393825	69.6044514768	207.804941583	15.0284827987	7.36062859216	24.2224837586	3.5987523587	115.512587952	104.416575284	82.8410206436	11.8628229393	48.2247140018	4.30419699715	8.70308068312	211.904630318	1408.47301106	1330.36743315	6541.62058769	175.00724093	597.718087413	411.095140428	1727.33486149	347.940469367	785.464109627	94.9500945005	28.6886591583	81.1415650177	293.985488644	36.7343755731	2331.25928009	92.8756164482	3273.72875501	1856.7397019	540.863482934	1875.45906155	596.451482996
Unused Domestic Extraction - Coal and Peat	79462.3843778	160769.080242	56512.7938004	775.042435522	173449.966809	1912533.1705	33695.912314	3963.50926629	231051.241259	31588.6320255	337311.269003	188558.309144	10376.0901953	63686.0806734	94380.3082715	277360.509819	7260.44665437	17255.0693699	2974.45762836	1390.03667621	220776.009977	901378.9204	72416.6195263	87406.6128845	60101.4516619	14683.6940085	58925.3295241	348697.392893	4037589.41388	1226095.34962	6475170.78577	1053528.00551	1114938.10236	248094.991689	8648448.09561	182162.423596	764116.433324	3920230.66832	82877.1459181	582576.330583	173241.239551	43437.193	802225.504078	395608.368719	2304717.47057	504522.42565	703514.787623	762094.28337	1003856.84904
Unused Domestic Extraction - Oil and Gas	2722.33299188	4732.34903463	838.71947987	23.5250071573	3635.98054027	25518.3492102	1986.92543696	140.829994603	9876.26795808	1471.8099434	15748.2354404	3802.29106852	487.767997122	3029.26290377	3958.51727774	31365.827439	642.464733659	826.375417536	202.631233325	83.1596919534	9273.28863715	6561.18638746	1647.87287464	3313.0227892	2681.73462639	445.275780246	3529.25757809	16248.4665928	127288.898083	40484.5063585	227797.033898	14714.9987475	22933.3334899	16835.5058751	62392.7517541	17815.49144	23858.851837	24709.2318309	3720.29055026	10234.7646884	7404.48118813	4438.83993746	13670.5700219	4099.1447107	75777.5742588	38431.4796707	21404.4211696	40525.742848	79667.4017083
Unused Domestic Extraction - Non-metalic Minerals	14909.3513406	52178.9435031	1024.54005207	232.725001662	3800.92036949	139658.209267	5319.96951327	469.740165106	34254.8953842	16504.1349983	68363.7502962	5354.40813107	588.180198835	2958.81084035	26291.4613305	53528.9788187	781.263737688	4106.34152227	687.892394742	459.67850359	20763.6254784	12318.9453597	8959.08875672	5130.52062152	16375.4593914	877.795977483	1342.82659866	67201.5100494	256468.246684	46685.6239942	464941.125732	27492.6300292	27209.4603067	45608.977243	154225.536195	24306.6923075	35753.5648813	12244.7385472	11721.2816271	15960.648438	8685.6451023	9569.66561979	24968.3186905	23349.0980982	176483.196007	48521.4079851	11884.7009016	137037.186465	174059.299088
Unused Domestic Extraction - Iron Ore	4314.87522584	7633.00593378	495.244765877	54.9162702521	2479.57815944	32777.4123279	1952.94870234	177.977897168	10959.9813709	1817.65015411	21040.4984763	1519.94398349	275.589118837	2186.85251423	4642.00031898	14249.47719	284.137407358	880.928136611	119.351119057	85.4371462674	9046.54227585	7212.37138806	1757.09339493	2275.37315176	5716.83739769	398.989639317	1004.25475701	19813.4334513	201950.707337	81107.4926168	1966065.73225	17104.5997557	60822.6781595	18814.9352828	171217.933284	16661.0179366	28358.3890197	61722.3773169	3831.08290461	12635.308202	32641.3745906	3141.0903037	27105.5989875	9962.05595928	208971.094167	56541.8552863	39718.7453874	62157.4788393	109667.115002
Unused Domestic Extraction - Non-ferous metal ores	9239.94059848	38404.371183	3249.44885068	181.67448688	18106.2713044	126850.307931	5241.91608029	824.267989182	35028.8858448	6953.31008014	61364.5826589	3777.8546008	914.33873844	5778.37407103	21344.3358695	36669.4407462	1033.43962732	5666.17983048	430.477500995	228.039657469	36375.2551701	21396.3997295	4530.96345074	7655.36815103	29845.9696183	1153.72970549	2985.73299889	87033.8012342	955390.859555	172328.073864	2141407.97241	133298.459975	111981.667259	56161.5943292	562057.513199	150169.975934	75824.9649143	199131.755446	18589.942377	27391.4886892	131653.173819	8308.77772735	262571.279242	54566.4381843	655864.399349	199838.550265	41163.5197527	214249.469174	193110.331604
Land use Crop, Forest, Pasture	126306.876848	244402.746842	68548.1568809	2916.10523154	100042.956019	1029883.898	83974.6070155	21323.3958905	639336.940349	205633.560043	931576.088935	101635.844529	31137.600672	81036.4083881	151854.374997	593668.566068	33102.1344752	42768.5809333	40525.8993422	4825.10864704	341869.615255	295149.30932	106964.228907	197249.047953	227592.556419	23381.3165762	48425.9585659	786987.490644	8877853.13255	1557526.48512	17973436.8955	1123998.51794	768600.273564	3195478.17603	5788715.03874	1245756.41581	2832041.42372	918339.226331	114626.807594	781587.006342	428727.33534	98029.8144562	2632465.82089	654341.316352	7008184.06729	5110424.22573	608169.599904	16050767.8953	2934966.20858
