impact	AT	BE	BG	CY	CZ	DE	DK	EE	ES	FI	FR	GR	HR	HU	IE	IT	LT	LU	LV	MT	NL	PL	PT	RO	SE	SI	SK	GB	US	JP	CN	CA	KR	BR	IN	MX	RU	AU	CH	TR	TW	NO	ID	ZA	WA	WL	WE	WF	WM
NOx	178414063.828	328918468.18	137447450.083	164675281.753	267391289.225	3329129414.63	435955115.988	51691751.5972	940242981.691	202137713.432	1264116619.53	1972162778.19	93463850.5404	172242731.823	380840460.886	1095076645.02	102827146.755	68248514.3941	65033560.3277	10526078.2796	511338732.643	912427313.376	210249339.608	268547240.625	234138723.227	63672972.4033	86888323.047	1563565803.19	13327264803.5	3253605249.96	36553395381.2	1596340587.77	1756641755.18	2646480618.43	9181946397.58	1977572149.21	5769283535.51	1341319123.64	173028831.242	1121775463.83	923644624.464	496580577.253	2345774732.3	1259993899.63	7899567646.93	3481822955.56	1453227354.8	3347259469.9	7465304935.9
Domestic Extraction Used - Crop and Crop Residue	10600.9454603	16783.6540108	11997.3767509	364.441779434	15272.7932003	75187.0847499	12467.3844831	1684.32739763	96915.9959167	5117.80725253	139499.190419	15555.1654067	4843.79076449	24645.8123137	6359.75707977	45243.9483762	8563.58744893	277.844726051	3008.69749941	117.701131561	19280.3702635	71966.0269304	9843.41460379	29093.319973	6550.80072165	1149.95554158	6773.58281165	46816.289915	650585.483627	41768.0550732	2596546.38541	116349.920904	22148.8980571	570731.111401	1856664.33151	179193.413872	195186.672292	73242.9240306	4379.27526093	107077.164746	11159.7735101	1687.96750646	485803.3592	35870.6776721	1075494.88863	481509.264043	205253.362399	834957.260624	245363.322316
Domestic Extraction Used - Grazing and Fodder	13815.9972711	18589.7827033	21574.3544525	780.20941867	12078.2257655	149831.908076	23900.1250408	3966.5097016	109857.349511	8878.09036062	199485.994805	16252.6702109	5674.84290578	35558.3687287	82556.3067572	59179.8879003	9379.34486885	1751.52044457	7665.11474829	87.3747387644	51927.4782893	60707.0786688	18897.601887	33443.334142	10910.5410641	3168.84883231	6676.38576641	105721.350452	925030.077576	29634.2858355	2494550.04644	143522.999388	19149.8095402	1104668.02789	2475718.73239	297579.059023	227310.368221	206386.815337	9535.05941153	105970.328941	2107.28914214	10934.8783284	445782.839801	91394.1514027	1869215.71968	1083272.47572	159309.408966	2036864.0391	246316.643815
Domestic Extraction Used - Forestry and Timber	10790.6144646	3917.68936316	6055.02524632	3.21569000521	11387.2065681	29546.1678997	2540.12634495	7238.9494457	17023.2524557	34654.2527842	35448.7991901	1247.65564174	3788.07882241	5050.03963263	2398.50776546	5815.26557038	4612.2131543	191.559239444	9094.04036809	0	1101.99587777	20154.5629075	9143.05968557	13232.0177656	32617.4929494	3565.48810247	6424.65581396	10458.6635998	293709.052864	16516.4462635	452307.97842	106060.925336	6195.60354856	175942.312767	530073.758905	11014.9153363	160598.22213	17507.5934283	3297.30062993	10007.6270269	913.329718836	6767.83239861	157134.859587	15390.1796999	282482.572473	130678.978709	38316.2744631	595032.405106	19048.7996006
Domestic Extraction Used â Fisheries	0.403730622158	21.7405716972	9.44925997815	1.27087464385	5.69911526584	213.311750219	1424.24928862	67.4921645311	1468.60605638	132.20183245	632.709567512	67.8773418811	151.791895977	6.0423357827	419.517894804	191.444997024	117.94744116	0	88.8274471106	5.16188417064	503.026262273	334.527102949	189.318258618	6.72438064167	186.493841584	0.583011465008	3.36421408442	573.411301028	4464.8763482	4261.97870668	34168.0296415	1229.85301576	2701.29214174	944.534671653	9898.8408942	2156.23212458	3375.33044583	163.497409209	1.2656206226	427.481324212	1039.74615982	3635.54518049	11162.6300683	528.582679526	20159.6371212	12966.665029	2538.59138723	9133.27723238	1792.34058609
Domestic Extraction Used - Non-metalic Minerals	88691.3491107	90854.7917256	75219.0261499	8667.78588014	55160.7337092	678557.815827	57130.4392764	12972.3277162	183515.902774	74199.6682445	280480.419495	38151.8579329	21663.3748918	68585.697683	109438.932201	322355.726048	17467.7199428	1012.50547167	14313.3699541	2279.28757604	40832.8491868	411038.879	117114.154495	334878.125825	58894.8168632	14734.2401224	36236.8945253	180656.949963	2143771.4035	370313.075456	14073936.4271	394474.49635	452752.720792	424295.121681	3154425.29713	249189.388325	695585.68816	158670.492232	52873.305019	907131.979486	147633.242534	55605.5170985	387852.354912	189963.762645	2901122.14462	569475.343649	188975.619811	907319.000331	1516591.93361
Domestic Extraction Used - Iron Ore	2598.8725359	0	0	0	0	135.362424935	0	0	0	0	0	9420.93323819	0	0	0	0	0	0	0	0	0	0	0	0	40887.9047967	0	0	0	39571.5691608	0	1628117.43741	27659.9853262	454.24812681	206559.380964	388272.580288	19366.7068759	90931.3500988	904913.313698	0	7386.39137301	0	3362.76825409	0	49661.5169451	131727.168731	22802.5121746	126473.22902	19846.5538857	42792.6381433
Domestic Extraction Used - Non-ferous metal ores	289.999581348	0.851274610365	32845.2591893	1.33811111684	22066.0603106	15.0491056989	9.49244734466	0	21227.8068566	13753.6225428	55.5692309453	2527.3419434	4.38007070613	73.7483808752	1384.50418336	0.00348952533007	0	0	0	0	0.288619940905	84363.8409533	1338.25875381	2574.69620739	30539.377551	0	62.6994189058	19.5074354172	471225.650195	568.383637463	650753.791571	103005.227217	3940.6940408	94314.6474538	79478.2317225	187794.219667	101663.411574	497212.447649	0	19724.5907637	0	417.902134604	969553.92295	100065.624093	600790.787551	1439728.57063	27235.5118074	172962.685931	50710.4886481
Unused Domestic Extraction - Crop and Crop Residue	6238.60680887	11839.6322175	8634.71100774	320.912148955	7289.79114084	39483.3240725	5650.53685812	763.873493297	80337.5434263	2097.94243485	75087.036104	13232.1846272	3495.10325103	18569.4401005	3094.98737244	41239.334117	3663.8709036	153.148512399	1322.29958912	73.5664419108	12516.704849	44680.0075746	9699.08657509	21567.8628256	2883.92123289	1038.18359613	3844.74294806	21308.4154963	445768.937992	19607.1875709	1573277.41578	62523.1824391	11824.6085352	244398.32341	790836.581434	114454.789406	82615.4482782	24432.6062896	2586.00964739	74454.4880267	10308.2795346	851.550458845	238121.85933	35586.2412626	543022.526071	252439.067508	142975.655236	566790.441301	161447.945146
Unused Domestic Extraction - Grazing and Fodder	2350.47230614	4936.63919091	825.361441064	94.907410849	3569.53858018	121647.946083	13166.4484872	1346.17788774	29428.0887369	573.419780852	34531.8141132	3448.95339579	976.573531266	4737.92589378	163.856662129	16743.2469981	4379.5604841	742.414538657	4661.15292901	6.61679246512	13711.9298826	22195.3369057	6612.85979155	8489.32945627	0	450.965876058	1477.54023578	2064.02574287	120754.525783	18567.3444886	32118.0454096	4237.07243117	34.989691089	0	95252.7587114	21122.3837287	8241.96495362	2599.55471445	1192.86950364	5270.45073085	0	263.020274829	0	1566.59834046	10119.6594965	57859.9590351	18287.8474949	4069.57701922	29581.5868968
Unused Domestic Extraction - Forestry and Timber	1618.59216969	587.653404474	908.253786948	0.482353500782	1708.08098521	9756.78945762	381.018951742	1085.84241686	2553.48786835	5198.13791763	5317.31987851	187.148346262	568.211823362	757.505944895	359.77616482	872.289835557	691.831973145	28.7338859166	1364.10605521	0	165.299381666	3023.18443612	1371.45895284	1984.80266483	4892.62394241	534.823215371	963.698372094	1568.79953996	44056.3579297	2477.46693952	67846.196763	15909.1388004	929.340532284	26391.3379059	79511.0638358	1648.03658919	24089.7333195	2626.13901424	494.59509449	1501.14405403	136.999457825	1015.17485979	23570.228938	2308.52695498	42372.3858709	19601.7539399	5747.44116947	89254.8607659	2857.31994009
Unused Domestic Extraction â Fisheries	0.0977028105623	4.10850857518	1.17440039504	0.283435049364	1.37918589433	65.3741260747	263.402138662	14.7154032376	326.271297812	31.9502898418	117.330606653	14.6929903272	35.1436584407	1.46224525941	80.5946255108	30.6646311745	28.4060172065	0	21.4105814725	1.13342994878	116.762925966	80.9555589137	42.3581470451	1.11618306421	44.5803500157	0.130270454704	0.81413980843	90.3152040028	827.557269366	823.394151324	5741.854636	131.950855443	468.575112885	205.863103776	2041.74936382	453.190340951	777.32217934	25.983033584	0.306280190668	95.9485488697	210.754744815	759.419432	2415.58686165	122.082786662	4406.42545808	2740.97151314	595.965203728	2085.18756337	415.991662141
Unused Domestic Extraction - Coal and Peat	132.246649814	0	101529.005557	0	261704.375842	2157767.54104	1435.74129435	0	29798.1626581	0	148.532550791	193508.227666	119.148621706	15088.8651527	0	1410.77028188	16.3476243187	0	0	0	237.702125004	947019.44561	0	76320.7337599	0	11717.8770856	8918.33752979	43505.2903956	3671292.48625	33.5808704584	2673695.4577	1847370.42039	10634.1965765	33986.4172027	6681155.67677	58080.3256697	2188521.24576	11408718.8344	0	217969.36012	1.82869370106	17841.5508739	1886281.89191	2602970.4286	1607838.12796	753384.047092	589189.682972	142774.652684	235667.645205
Unused Domestic Extraction - Oil and Gas	261.123276295	0	18.674858293	0	51.2155414514	262.753674255	1763.54185905	0	71.1711143228	0	174.496761816	14.2648139963	142.855915755	239.71759336	18.7309614429	1808.82532181	16.3476243187	0	0	0	384.817553937	313.624318027	0	1530.57619989	0	0.141054875508	10.9716313346	10068.6111259	67892.2038558	498.867735269	83141.6442715	31800.7010387	65.4324538259	17338.3452169	22624.5051682	19811.9284471	168869.37649	18537.8362412	0	950.565456276	40.1888580454	18390.2828218	14050.5325931	121.639280623	105333.736648	65896.3743951	2151.78674711	95891.5618234	282439.07139
Unused Domestic Extraction - Non-metalic Minerals	13767.6120223	18181.9225299	814.331529864	92.706532792	806.975902471	148049.596824	7758.97159275	202.994751939	50405.669858	21019.7359935	49050.3606858	4914.60870675	232.239140215	720.709429063	19789.5246538	50718.2871896	203.789431471	141.750766034	491.875584732	319.100260645	4770.72412935	5127.05443867	15267.0764593	3375.97880664	11864.8383857	163.790599936	389.379289405	51966.9595977	122354.72146	4562.78310947	499296.238708	36662.7938702	5248.58675914	19639.2089381	43239.3594905	14344.3805654	88462.0367931	29690.7504334	7723.97168943	11591.8426132	1483.98642935	11825.7850217	12202.6946957	178583.842627	60956.6139232	101027.305268	3352.01595952	497603.333421	71160.1946785
Unused Domestic Extraction - Iron Ore	1543.73028632	0	0	0	0	80.4052804113	0	0	0	0	0	5596.03434348	0	0	0	0	0	0	0	0	0	0	0	0	24287.4154492	0	0	0	30549.2513921	0	1435999.5798	21353.5086718	400.646847847	183424.730296	160356.575659	17197.6357058	54013.2219587	1078656.66993	0	6514.79719099	0	1997.48434293	0	43801.4579456	116183.362821	20248.630811	75125.0980381	28122.566856	39918.5606412
Unused Domestic Extraction - Non-ferous metal ores	81.1998827776	0	25887.1613853	0.133811111684	41925.5145901	27.0881955067	19.7233949618	0	5152.57704187	19483.4344002	0	1217.66892764	0	38.6429572269	304.142212082	0	0	0	0	0	0	11957.15006	462.245350307	2907.53960252	54044.0938009	0	126.714230782	39.6770946098	986876.905162	1161.6265752	261033.430658	89318.4142276	2377.71472611	28222.0306924	101020.924197	256738.4641	120971.258136	529192.20204	0	20590.5071463	0	87.885469109	420189.773701	103914.909112	1526673.47807	2033731.75687	24542.1963121	248389.646367	18617.0542769
Land use Crop, Forest, Pasture	62608.0345929	26491.6553462	102606.435639	1170.56305368	72424.3815279	284692.879845	44871.8576259	47169.2398924	416089.694668	217443.192846	465182.332176	81186.4954077	45515.2856398	93893.9105136	170378.876848	218854.921666	48516.5036222	3086.78478032	89251.5366664	276.946078304	36252.2757872	298007.884099	65578.0940506	256891.896355	179028.952972	18904.9502988	65268.2595171	226827.378574	7350301.40899	376904.773806	12624594.6558	2001845.24798	96083.4607322	4389041.44275	5161364.34547	1327338.45669	4090588.87952	2457160.03191	29362.7888868	452536.941661	42370.9795721	64797.9680127	2557432.49172	728578.54543	11517925.5203	6955125.7209	1130892.05364	18888459.0637	1384979.05932
